Src   Dst   Srvport  Utilized (ns)   Utilization
1004  542   YES      0               0.00%
1004  543   YES      0               0.00%
1005  538   YES      0               0.00%
1005  539   YES      0               0.00%
1005  540   YES      0               0.00%
1005  541   YES      0               0.00%
1005  542   YES      0               0.00%
1005  543   YES      0               0.00%
1006  538   YES      0               0.00%
1006  539   YES      0               0.00%
1006  540   YES      0               0.00%
1006  541   YES      0               0.00%
1006  542   YES      0               0.00%
1006  543   YES      0               0.00%
1007  538   YES      0               0.00%
1007  539   YES      0               0.00%
1007  540   YES      0               0.00%
1007  541   YES      0               0.00%
1007  542   YES      0               0.00%
1007  543   YES      0               0.00%
1008  544   YES      0               0.00%
1008  545   YES      0               0.00%
1008  546   YES      0               0.00%
1008  547   YES      0               0.00%
1008  548   YES      0               0.00%
1008  549   YES      0               0.00%
1009  544   YES      0               0.00%
1009  545   YES      0               0.00%
1009  546   YES      0               0.00%
1009  547   YES      0               0.00%
1009  548   YES      0               0.00%
1009  549   YES      0               0.00%
1010  544   YES      0               0.00%
1010  545   YES      0               0.00%
1010  546   YES      0               0.00%
1010  547   YES      0               0.00%
1010  548   YES      0               0.00%
1010  549   YES      0               0.00%
1011  544   YES      0               0.00%
1011  545   YES      0               0.00%
1011  546   YES      0               0.00%
1011  547   YES      0               0.00%
1011  548   YES      0               0.00%
1011  549   YES      0               0.00%
1012  544   YES      0               0.00%
1012  545   YES      0               0.00%
1012  546   YES      0               0.00%
1012  547   YES      0               0.00%
1012  548   YES      0               0.00%
1012  549   YES      0               0.00%
1013  544   YES      0               0.00%
1013  545   YES      0               0.00%
1013  546   YES      0               0.00%
1013  547   YES      0               0.00%
1013  548   YES      0               0.00%
1013  549   YES      0               0.00%
1014  544   YES      0               0.00%
1014  545   YES      0               0.00%
1014  546   YES      0               0.00%
1014  547   YES      0               0.00%
1014  548   YES      0               0.00%
1014  549   YES      0               0.00%
1015  544   YES      0               0.00%
1015  545   YES      0               0.00%
1015  546   YES      0               0.00%
1015  547   YES      0               0.00%
1015  548   YES      0               0.00%
1015  549   YES      0               0.00%
1016  550   YES      0               0.00%
1016  551   YES      0               0.00%
1016  552   YES      0               0.00%
1016  553   YES      0               0.00%
1016  554   YES      0               0.00%
1016  555   YES      0               0.00%
1017  550   YES      0               0.00%
1017  551   YES      0               0.00%
1017  552   YES      0               0.00%
1017  553   YES      0               0.00%
1017  554   YES      0               0.00%
1017  555   YES      0               0.00%
1018  550   YES      0               0.00%
1018  551   YES      0               0.00%
1018  552   YES      0               0.00%
1018  553   YES      0               0.00%
1018  554   YES      0               0.00%
1018  555   YES      0               0.00%
1019  550   YES      0               0.00%
1019  551   YES      0               0.00%
1019  552   YES      0               0.00%
1019  553   YES      0               0.00%
1019  554   YES      0               0.00%
1019  555   YES      0               0.00%
1020  550   YES      0               0.00%
1020  551   YES      0               0.00%
1020  552   YES      0               0.00%
1020  553   YES      0               0.00%
1020  554   YES      0               0.00%
1020  555   YES      0               0.00%
1021  550   YES      0               0.00%
1021  551   YES      0               0.00%
1021  552   YES      0               0.00%
1021  553   YES      0               0.00%
1021  554   YES      0               0.00%
1021  555   YES      0               0.00%
1022  550   YES      0               0.00%
1022  551   YES      0               0.00%
1022  552   YES      0               0.00%
1022  553   YES      0               0.00%
1022  554   YES      0               0.00%
1022  555   YES      0               0.00%
1023  550   YES      0               0.00%
1023  551   YES      0               0.00%
1023  552   YES      0               0.00%
1023  553   YES      0               0.00%
1023  554   YES      0               0.00%
1023  555   YES      0               0.00%
1024  556   YES      0               0.00%
1024  557   YES      0               0.00%
1024  558   YES      0               0.00%
1024  559   YES      0               0.00%
1024  560   YES      0               0.00%
1024  561   YES      0               0.00%
1025  556   YES      0               0.00%
1025  557   YES      0               0.00%
1025  558   YES      0               0.00%
1025  559   YES      0               0.00%
1025  560   YES      0               0.00%
1025  561   YES      0               0.00%
1026  556   YES      0               0.00%
1026  557   YES      0               0.00%
1026  558   YES      0               0.00%
1026  559   YES      0               0.00%
1026  560   YES      0               0.00%
1026  561   YES      0               0.00%
1027  556   YES      0               0.00%
1027  557   YES      0               0.00%
1027  558   YES      0               0.00%
1027  559   YES      0               0.00%
1027  560   YES      0               0.00%
1027  561   YES      0               0.00%
1028  556   YES      0               0.00%
1028  557   YES      0               0.00%
1028  558   YES      0               0.00%
1028  559   YES      0               0.00%
1028  560   YES      0               0.00%
1028  561   YES      0               0.00%
1029  556   YES      0               0.00%
1029  557   YES      0               0.00%
1029  558   YES      0               0.00%
1029  559   YES      0               0.00%
1029  560   YES      0               0.00%
1029  561   YES      0               0.00%
1030  556   YES      0               0.00%
1030  557   YES      0               0.00%
1030  558   YES      0               0.00%
1030  559   YES      0               0.00%
1030  560   YES      0               0.00%
1030  561   YES      0               0.00%
1031  556   YES      0               0.00%
1031  557   YES      0               0.00%
1031  558   YES      0               0.00%
1031  559   YES      0               0.00%
1031  560   YES      0               0.00%
1031  561   YES      0               0.00%
1032  562   YES      0               0.00%
1032  563   YES      0               0.00%
1032  564   YES      0               0.00%
1032  565   YES      0               0.00%
1032  566   YES      0               0.00%
1032  567   YES      0               0.00%
1033  562   YES      0               0.00%
1033  563   YES      0               0.00%
1033  564   YES      0               0.00%
1033  565   YES      0               0.00%
1033  566   YES      0               0.00%
1033  567   YES      0               0.00%
1034  562   YES      0               0.00%
1034  563   YES      0               0.00%
1034  564   YES      0               0.00%
1034  565   YES      0               0.00%
1034  566   YES      0               0.00%
1034  567   YES      0               0.00%
1035  562   YES      0               0.00%
1035  563   YES      0               0.00%
1035  564   YES      0               0.00%
1035  565   YES      0               0.00%
1035  566   YES      0               0.00%
1035  567   YES      0               0.00%
1036  562   YES      0               0.00%
1036  563   YES      0               0.00%
1036  564   YES      0               0.00%
1036  565   YES      0               0.00%
1036  566   YES      0               0.00%
1036  567   YES      0               0.00%
1037  562   YES      0               0.00%
1037  563   YES      0               0.00%
1037  564   YES      0               0.00%
1037  565   YES      0               0.00%
1037  566   YES      0               0.00%
1037  567   YES      0               0.00%
1038  562   YES      0               0.00%
1038  563   YES      0               0.00%
1038  564   YES      0               0.00%
1038  565   YES      0               0.00%
1038  566   YES      0               0.00%
1038  567   YES      0               0.00%
1039  562   YES      0               0.00%
1039  563   YES      0               0.00%
1039  564   YES      0               0.00%
1039  565   YES      0               0.00%
1039  566   YES      0               0.00%
1039  567   YES      0               0.00%
1040  568   YES      0               0.00%
1040  569   YES      0               0.00%
1040  570   YES      0               0.00%
1040  571   YES      0               0.00%
1040  572   YES      0               0.00%
1040  573   YES      0               0.00%
1041  568   YES      0               0.00%
1041  569   YES      0               0.00%
1041  570   YES      0               0.00%
1041  571   YES      0               0.00%
1041  572   YES      0               0.00%
1041  573   YES      0               0.00%
1042  568   YES      0               0.00%
1042  569   YES      0               0.00%
1042  570   YES      0               0.00%
1042  571   YES      0               0.00%
1042  572   YES      0               0.00%
1042  573   YES      0               0.00%
1043  568   YES      0               0.00%
1043  569   YES      0               0.00%
1043  570   YES      0               0.00%
1043  571   YES      0               0.00%
1043  572   YES      0               0.00%
1043  573   YES      0               0.00%
1044  568   YES      0               0.00%
1044  569   YES      0               0.00%
1044  570   YES      0               0.00%
1044  571   YES      0               0.00%
1044  572   YES      0               0.00%
1044  573   YES      0               0.00%
1045  568   YES      0               0.00%
1045  569   YES      0               0.00%
1045  570   YES      0               0.00%
1045  571   YES      0               0.00%
1045  572   YES      0               0.00%
1045  573   YES      0               0.00%
1046  568   YES      0               0.00%
1046  569   YES      0               0.00%
1046  570   YES      0               0.00%
1046  571   YES      0               0.00%
1046  572   YES      0               0.00%
1046  573   YES      0               0.00%
1047  568   YES      0               0.00%
1047  569   YES      0               0.00%
1047  570   YES      0               0.00%
1047  571   YES      0               0.00%
1047  572   YES      0               0.00%
1047  573   YES      0               0.00%
1048  574   YES      0               0.00%
1048  575   YES      0               0.00%
1048  576   YES      0               0.00%
1048  577   YES      0               0.00%
1048  578   YES      0               0.00%
1048  579   YES      0               0.00%
1049  574   YES      0               0.00%
1049  575   YES      0               0.00%
1049  576   YES      0               0.00%
1049  577   YES      0               0.00%
1049  578   YES      0               0.00%
1049  579   YES      0               0.00%
1050  574   YES      0               0.00%
1050  575   YES      0               0.00%
1050  576   YES      0               0.00%
1050  577   YES      0               0.00%
1050  578   YES      0               0.00%
1050  579   YES      0               0.00%
1051  574   YES      0               0.00%
1051  575   YES      0               0.00%
1051  576   YES      0               0.00%
1051  577   YES      0               0.00%
1051  578   YES      0               0.00%
1051  579   YES      0               0.00%
1052  574   YES      0               0.00%
1052  575   YES      0               0.00%
1052  576   YES      0               0.00%
1052  577   YES      0               0.00%
1052  578   YES      0               0.00%
1052  579   YES      0               0.00%
1053  574   YES      0               0.00%
1053  575   YES      0               0.00%
1053  576   YES      0               0.00%
1053  577   YES      0               0.00%
1053  578   YES      0               0.00%
1053  579   YES      0               0.00%
1054  574   YES      0               0.00%
1054  575   YES      0               0.00%
1054  576   YES      0               0.00%
1054  577   YES      0               0.00%
1054  578   YES      0               0.00%
1054  579   YES      0               0.00%
1055  574   YES      0               0.00%
1055  575   YES      0               0.00%
1055  576   YES      0               0.00%
1055  577   YES      0               0.00%
1055  578   YES      0               0.00%
1055  579   YES      0               0.00%
1056  580   YES      0               0.00%
1056  581   YES      0               0.00%
1056  582   YES      0               0.00%
1056  583   YES      0               0.00%
1056  584   YES      0               0.00%
1056  585   YES      0               0.00%
1057  580   YES      0               0.00%
1057  581   YES      0               0.00%
1057  582   YES      0               0.00%
1057  583   YES      0               0.00%
1057  584   YES      0               0.00%
1057  585   YES      0               0.00%
1058  580   YES      0               0.00%
1058  581   YES      0               0.00%
1058  582   YES      0               0.00%
1058  583   YES      0               0.00%
1058  584   YES      0               0.00%
1058  585   YES      0               0.00%
1059  580   YES      0               0.00%
1059  581   YES      0               0.00%
1059  582   YES      0               0.00%
1059  583   YES      0               0.00%
1059  584   YES      0               0.00%
1059  585   YES      0               0.00%
1060  580   YES      0               0.00%
1060  581   YES      0               0.00%
1060  582   YES      0               0.00%
1060  583   YES      0               0.00%
1060  584   YES      0               0.00%
1060  585   YES      0               0.00%
1061  580   YES      0               0.00%
1061  581   YES      0               0.00%
1061  582   YES      0               0.00%
1061  583   YES      0               0.00%
1061  584   YES      0               0.00%
1061  585   YES      0               0.00%
1062  580   YES      0               0.00%
1062  581   YES      0               0.00%
1062  582   YES      0               0.00%
1062  583   YES      0               0.00%
1062  584   YES      0               0.00%
1062  585   YES      0               0.00%
1063  580   YES      0               0.00%
1063  581   YES      0               0.00%
1063  582   YES      0               0.00%
1063  583   YES      0               0.00%
1063  584   YES      0               0.00%
1063  585   YES      0               0.00%
1064  586   YES      0               0.00%
1064  587   YES      0               0.00%
1064  588   YES      0               0.00%
1064  589   YES      0               0.00%
1064  590   YES      0               0.00%
1064  591   YES      0               0.00%
1065  586   YES      0               0.00%
1065  587   YES      0               0.00%
1065  588   YES      0               0.00%
1065  589   YES      0               0.00%
1065  590   YES      0               0.00%
1065  591   YES      0               0.00%
1066  586   YES      0               0.00%
1066  587   YES      0               0.00%
1066  588   YES      0               0.00%
1066  589   YES      0               0.00%
1066  590   YES      0               0.00%
1066  591   YES      0               0.00%
1067  586   YES      0               0.00%
1067  587   YES      0               0.00%
1067  588   YES      0               0.00%
1067  589   YES      0               0.00%
1067  590   YES      0               0.00%
1067  591   YES      0               0.00%
1068  586   YES      0               0.00%
1068  587   YES      0               0.00%
1068  588   YES      0               0.00%
1068  589   YES      0               0.00%
1068  590   YES      0               0.00%
1068  591   YES      0               0.00%
1069  586   YES      0               0.00%
1069  587   YES      0               0.00%
1069  588   YES      0               0.00%
1069  589   YES      0               0.00%
1069  590   YES      0               0.00%
1069  591   YES      0               0.00%
1070  586   YES      0               0.00%
1070  587   YES      0               0.00%
1070  588   YES      0               0.00%
1070  589   YES      0               0.00%
1070  590   YES      0               0.00%
1070  591   YES      0               0.00%
1071  586   YES      0               0.00%
1071  587   YES      0               0.00%
1071  588   YES      0               0.00%
1071  589   YES      0               0.00%
1071  590   YES      0               0.00%
1071  591   YES      0               0.00%
1072  592   YES      0               0.00%
1072  593   YES      0               0.00%
1072  594   YES      0               0.00%
1072  595   YES      0               0.00%
1072  596   YES      0               0.00%
1072  597   YES      0               0.00%
1073  592   YES      0               0.00%
1073  593   YES      0               0.00%
1073  594   YES      0               0.00%
1073  595   YES      0               0.00%
1073  596   YES      0               0.00%
1073  597   YES      0               0.00%
1074  592   YES      0               0.00%
1074  593   YES      0               0.00%
1074  594   YES      0               0.00%
1074  595   YES      0               0.00%
1074  596   YES      0               0.00%
1074  597   YES      0               0.00%
1075  592   YES      0               0.00%
1075  593   YES      0               0.00%
1075  594   YES      0               0.00%
1075  595   YES      0               0.00%
1075  596   YES      0               0.00%
1075  597   YES      0               0.00%
1076  592   YES      0               0.00%
1076  593   YES      0               0.00%
1076  594   YES      0               0.00%
1076  595   YES      0               0.00%
1076  596   YES      0               0.00%
1076  597   YES      0               0.00%
1077  592   YES      0               0.00%
1077  593   YES      0               0.00%
1077  594   YES      0               0.00%
1077  595   YES      0               0.00%
1077  596   YES      0               0.00%
1077  597   YES      0               0.00%
1078  592   YES      0               0.00%
1078  593   YES      0               0.00%
1078  594   YES      0               0.00%
1078  595   YES      0               0.00%
1078  596   YES      0               0.00%
1078  597   YES      0               0.00%
1079  592   YES      0               0.00%
1079  593   YES      0               0.00%
1079  594   YES      0               0.00%
1079  595   YES      0               0.00%
1079  596   YES      0               0.00%
1079  597   YES      0               0.00%
1080  598   YES      0               0.00%
1080  599   YES      0               0.00%
1080  600   YES      0               0.00%
1080  601   YES      0               0.00%
1080  602   YES      0               0.00%
1080  603   YES      0               0.00%
1081  598   YES      0               0.00%
1081  599   YES      0               0.00%
1081  600   YES      0               0.00%
1081  601   YES      0               0.00%
1081  602   YES      0               0.00%
1081  603   YES      0               0.00%
1082  598   YES      0               0.00%
1082  599   YES      0               0.00%
1082  600   YES      0               0.00%
1082  601   YES      0               0.00%
1082  602   YES      0               0.00%
1082  603   YES      0               0.00%
1083  598   YES      0               0.00%
1083  599   YES      0               0.00%
1083  600   YES      0               0.00%
1083  601   YES      0               0.00%
1083  602   YES      0               0.00%
1083  603   YES      0               0.00%
1084  598   YES      0               0.00%
1084  599   YES      0               0.00%
1084  600   YES      0               0.00%
1084  601   YES      0               0.00%
1084  602   YES      0               0.00%
1084  603   YES      0               0.00%
1085  598   YES      0               0.00%
1085  599   YES      0               0.00%
1085  600   YES      0               0.00%
1085  601   YES      0               0.00%
1085  602   YES      0               0.00%
1085  603   YES      0               0.00%
1086  598   YES      0               0.00%
1086  599   YES      0               0.00%
1086  600   YES      0               0.00%
1086  601   YES      0               0.00%
1086  602   YES      0               0.00%
1086  603   YES      0               0.00%
1087  598   YES      0               0.00%
1087  599   YES      0               0.00%
1087  600   YES      0               0.00%
1087  601   YES      0               0.00%
1087  602   YES      0               0.00%
1087  603   YES      0               0.00%
1088  604   YES      0               0.00%
1088  605   YES      0               0.00%
1088  606   YES      0               0.00%
1088  607   YES      0               0.00%
1088  608   YES      0               0.00%
1088  609   YES      0               0.00%
1089  604   YES      0               0.00%
1089  605   YES      0               0.00%
1089  606   YES      0               0.00%
1089  607   YES      0               0.00%
1089  608   YES      0               0.00%
1089  609   YES      0               0.00%
1090  604   YES      0               0.00%
1090  605   YES      0               0.00%
1090  606   YES      0               0.00%
1090  607   YES      0               0.00%
1090  608   YES      0               0.00%
1090  609   YES      0               0.00%
1091  604   YES      0               0.00%
1091  605   YES      0               0.00%
1091  606   YES      0               0.00%
1091  607   YES      0               0.00%
1091  608   YES      0               0.00%
1091  609   YES      0               0.00%
1092  604   YES      0               0.00%
1092  605   YES      0               0.00%
1092  606   YES      0               0.00%
1092  607   YES      0               0.00%
1092  608   YES      0               0.00%
1092  609   YES      0               0.00%
1093  604   YES      0               0.00%
1093  605   YES      0               0.00%
1093  606   YES      0               0.00%
1093  607   YES      0               0.00%
1093  608   YES      0               0.00%
1093  609   YES      0               0.00%
1094  604   YES      0               0.00%
1094  605   YES      0               0.00%
1094  606   YES      0               0.00%
1094  607   YES      0               0.00%
1094  608   YES      0               0.00%
1094  609   YES      0               0.00%
1095  604   YES      0               0.00%
1095  605   YES      0               0.00%
1095  606   YES      0               0.00%
1095  607   YES      0               0.00%
1095  608   YES      0               0.00%
1095  609   YES      0               0.00%
1096  610   YES      0               0.00%
1096  611   YES      0               0.00%
1096  612   YES      0               0.00%
1096  613   YES      0               0.00%
1096  614   YES      0               0.00%
1096  615   YES      0               0.00%
1097  610   YES      0               0.00%
1097  611   YES      0               0.00%
1097  612   YES      0               0.00%
1097  613   YES      0               0.00%
1097  614   YES      0               0.00%
1097  615   YES      0               0.00%
1098  610   YES      0               0.00%
1098  611   YES      0               0.00%
1098  612   YES      0               0.00%
1098  613   YES      0               0.00%
1098  614   YES      0               0.00%
1098  615   YES      0               0.00%
1099  610   YES      0               0.00%
1099  611   YES      0               0.00%
1099  612   YES      0               0.00%
1099  613   YES      0               0.00%
1099  614   YES      0               0.00%
1099  615   YES      0               0.00%
1100  610   YES      0               0.00%
1100  611   YES      0               0.00%
1100  612   YES      0               0.00%
1100  613   YES      0               0.00%
1100  614   YES      0               0.00%
1100  615   YES      0               0.00%
1101  610   YES      0               0.00%
1101  611   YES      0               0.00%
1101  612   YES      0               0.00%
1101  613   YES      0               0.00%
1101  614   YES      0               0.00%
1101  615   YES      0               0.00%
1102  610   YES      0               0.00%
1102  611   YES      0               0.00%
1102  612   YES      0               0.00%
1102  613   YES      0               0.00%
1102  614   YES      0               0.00%
1102  615   YES      0               0.00%
1103  610   YES      0               0.00%
1103  611   YES      0               0.00%
1103  612   YES      0               0.00%
1103  613   YES      0               0.00%
1103  614   YES      0               0.00%
1103  615   YES      0               0.00%
1104  616   YES      0               0.00%
1104  617   YES      0               0.00%
1104  618   YES      0               0.00%
1104  619   YES      0               0.00%
1104  620   YES      0               0.00%
1104  621   YES      0               0.00%
1105  616   YES      0               0.00%
1105  617   YES      0               0.00%
1105  618   YES      0               0.00%
1105  619   YES      0               0.00%
1105  620   YES      0               0.00%
1105  621   YES      0               0.00%
1106  616   YES      0               0.00%
1106  617   YES      0               0.00%
1106  618   YES      0               0.00%
1106  619   YES      0               0.00%
1106  620   YES      0               0.00%
1106  621   YES      0               0.00%
1107  616   YES      0               0.00%
1107  617   YES      0               0.00%
1107  618   YES      0               0.00%
1107  619   YES      0               0.00%
1107  620   YES      0               0.00%
1107  621   YES      0               0.00%
1108  616   YES      0               0.00%
1108  617   YES      0               0.00%
1108  618   YES      0               0.00%
1108  619   YES      0               0.00%
1108  620   YES      0               0.00%
1108  621   YES      0               0.00%
1109  616   YES      0               0.00%
1109  617   YES      0               0.00%
1109  618   YES      0               0.00%
1109  619   YES      0               0.00%
1109  620   YES      0               0.00%
1109  621   YES      0               0.00%
1110  616   YES      0               0.00%
1110  617   YES      0               0.00%
1110  618   YES      0               0.00%
1110  619   YES      0               0.00%
1110  620   YES      0               0.00%
1110  621   YES      0               0.00%
1111  616   YES      0               0.00%
1111  617   YES      0               0.00%
1111  618   YES      0               0.00%
1111  619   YES      0               0.00%
1111  620   YES      0               0.00%
1111  621   YES      0               0.00%
1112  622   YES      0               0.00%
1112  623   YES      0               0.00%
1112  624   YES      0               0.00%
1112  625   YES      0               0.00%
1112  626   YES      0               0.00%
1112  627   YES      0               0.00%
1113  622   YES      0               0.00%
1113  623   YES      0               0.00%
1113  624   YES      0               0.00%
1113  625   YES      0               0.00%
1113  626   YES      0               0.00%
1113  627   YES      0               0.00%
1114  622   YES      0               0.00%
1114  623   YES      0               0.00%
1114  624   YES      0               0.00%
1114  625   YES      0               0.00%
1114  626   YES      0               0.00%
1114  627   YES      0               0.00%
1115  622   YES      0               0.00%
1115  623   YES      0               0.00%
1115  624   YES      0               0.00%
1115  625   YES      0               0.00%
1115  626   YES      0               0.00%
1115  627   YES      0               0.00%
1116  622   YES      0               0.00%
1116  623   YES      0               0.00%
1116  624   YES      0               0.00%
1116  625   YES      0               0.00%
1116  626   YES      0               0.00%
1116  627   YES      0               0.00%
1117  622   YES      0               0.00%
1117  623   YES      0               0.00%
1117  624   YES      0               0.00%
1117  625   YES      0               0.00%
1117  626   YES      0               0.00%
1117  627   YES      0               0.00%
1118  622   YES      0               0.00%
1118  623   YES      0               0.00%
1118  624   YES      0               0.00%
1118  625   YES      0               0.00%
1118  626   YES      0               0.00%
1118  627   YES      0               0.00%
1119  622   YES      0               0.00%
1119  623   YES      0               0.00%
1119  624   YES      0               0.00%
1119  625   YES      0               0.00%
1119  626   YES      0               0.00%
1119  627   YES      0               0.00%
1120  628   YES      0               0.00%
1120  629   YES      0               0.00%
1120  630   YES      0               0.00%
1120  631   YES      0               0.00%
1120  632   YES      0               0.00%
1120  633   YES      0               0.00%
1121  628   YES      0               0.00%
1121  629   YES      0               0.00%
1121  630   YES      0               0.00%
1121  631   YES      0               0.00%
1121  632   YES      0               0.00%
1121  633   YES      0               0.00%
1122  628   YES      0               0.00%
1122  629   YES      0               0.00%
1122  630   YES      0               0.00%
1122  631   YES      0               0.00%
1122  632   YES      0               0.00%
1122  633   YES      0               0.00%
1123  628   YES      0               0.00%
1123  629   YES      0               0.00%
1123  630   YES      0               0.00%
1123  631   YES      0               0.00%
1123  632   YES      0               0.00%
1123  633   YES      0               0.00%
1124  628   YES      0               0.00%
1124  629   YES      0               0.00%
1124  630   YES      0               0.00%
1124  631   YES      0               0.00%
1124  632   YES      0               0.00%
1124  633   YES      0               0.00%
1125  628   YES      0               0.00%
1125  629   YES      0               0.00%
1125  630   YES      0               0.00%
1125  631   YES      0               0.00%
1125  632   YES      0               0.00%
1125  633   YES      0               0.00%
1126  628   YES      0               0.00%
1126  629   YES      0               0.00%
1126  630   YES      0               0.00%
1126  631   YES      0               0.00%
1126  632   YES      0               0.00%
1126  633   YES      0               0.00%
1127  628   YES      0               0.00%
1127  629   YES      0               0.00%
1127  630   YES      0               0.00%
1127  631   YES      0               0.00%
1127  632   YES      0               0.00%
1127  633   YES      0               0.00%
1128  634   YES      0               0.00%
1128  635   YES      0               0.00%
1128  636   YES      0               0.00%
1128  637   YES      0               0.00%
1128  638   YES      0               0.00%
1128  639   YES      0               0.00%
1129  634   YES      0               0.00%
1129  635   YES      0               0.00%
1129  636   YES      0               0.00%
1129  637   YES      0               0.00%
1129  638   YES      0               0.00%
1129  639   YES      0               0.00%
1130  634   YES      0               0.00%
1130  635   YES      0               0.00%
1130  636   YES      0               0.00%
1130  637   YES      0               0.00%
1130  638   YES      0               0.00%
1130  639   YES      0               0.00%
1131  634   YES      0               0.00%
1131  635   YES      0               0.00%
1131  636   YES      0               0.00%
1131  637   YES      0               0.00%
1131  638   YES      0               0.00%
1131  639   YES      0               0.00%
1132  634   YES      0               0.00%
1132  635   YES      0               0.00%
1132  636   YES      0               0.00%
1132  637   YES      0               0.00%
1132  638   YES      0               0.00%
1132  639   YES      0               0.00%
1133  634   YES      0               0.00%
1133  635   YES      0               0.00%
1133  636   YES      0               0.00%
1133  637   YES      0               0.00%
1133  638   YES      0               0.00%
1133  639   YES      0               0.00%
1134  634   YES      0               0.00%
1134  635   YES      0               0.00%
1134  636   YES      0               0.00%
1134  637   YES      0               0.00%
1134  638   YES      0               0.00%
1134  639   YES      0               0.00%
1135  634   YES      0               0.00%
1135  635   YES      0               0.00%
1135  636   YES      0               0.00%
1135  637   YES      0               0.00%
1135  638   YES      0               0.00%
1135  639   YES      0               0.00%
1136  640   YES      0               0.00%
1136  641   YES      0               0.00%
1136  642   YES      0               0.00%
1136  643   YES      0               0.00%
1136  644   YES      0               0.00%
1136  645   YES      0               0.00%
1137  640   YES      0               0.00%
1137  641   YES      0               0.00%
1137  642   YES      0               0.00%
1137  643   YES      0               0.00%
1137  644   YES      0               0.00%
1137  645   YES      0               0.00%
1138  640   YES      0               0.00%
1138  641   YES      0               0.00%
1138  642   YES      0               0.00%
1138  643   YES      0               0.00%
1138  644   YES      0               0.00%
1138  645   YES      0               0.00%
1139  640   YES      0               0.00%
1139  641   YES      0               0.00%
1139  642   YES      0               0.00%
1139  643   YES      0               0.00%
1139  644   YES      0               0.00%
1139  645   YES      0               0.00%
1140  640   YES      0               0.00%
1140  641   YES      0               0.00%
1140  642   YES      0               0.00%
1140  643   YES      0               0.00%
1140  644   YES      0               0.00%
1140  645   YES      0               0.00%
1141  640   YES      0               0.00%
1141  641   YES      0               0.00%
1141  642   YES      0               0.00%
1141  643   YES      0               0.00%
1141  644   YES      0               0.00%
1141  645   YES      0               0.00%
1142  640   YES      0               0.00%
1142  641   YES      0               0.00%
1142  642   YES      0               0.00%
1142  643   YES      0               0.00%
1142  644   YES      0               0.00%
1142  645   YES      0               0.00%
1143  640   YES      0               0.00%
1143  641   YES      0               0.00%
1143  642   YES      0               0.00%
1143  643   YES      0               0.00%
1143  644   YES      0               0.00%
1143  645   YES      0               0.00%
1144  646   YES      0               0.00%
1144  647   YES      0               0.00%
1144  648   YES      0               0.00%
1144  649   YES      0               0.00%
1144  650   YES      0               0.00%
1144  651   YES      0               0.00%
1145  646   YES      0               0.00%
1145  647   YES      0               0.00%
1145  648   YES      0               0.00%
1145  649   YES      0               0.00%
1145  650   YES      0               0.00%
1145  651   YES      0               0.00%
1146  646   YES      0               0.00%
1146  647   YES      0               0.00%
1146  648   YES      0               0.00%
1146  649   YES      0               0.00%
1146  650   YES      0               0.00%
1146  651   YES      0               0.00%
1147  646   YES      0               0.00%
1147  647   YES      0               0.00%
1147  648   YES      0               0.00%
1147  649   YES      0               0.00%
1147  650   YES      0               0.00%
1147  651   YES      0               0.00%
1148  646   YES      0               0.00%
1148  647   YES      0               0.00%
1148  648   YES      0               0.00%
1148  649   YES      0               0.00%
1148  650   YES      0               0.00%
1148  651   YES      0               0.00%
1149  646   YES      0               0.00%
1149  647   YES      0               0.00%
1149  648   YES      0               0.00%
1149  649   YES      0               0.00%
1149  650   YES      0               0.00%
1149  651   YES      0               0.00%
1150  646   YES      0               0.00%
1150  647   YES      0               0.00%
1150  648   YES      0               0.00%
1150  649   YES      0               0.00%
1150  650   YES      0               0.00%
1150  651   YES      0               0.00%
1151  646   YES      0               0.00%
1151  647   YES      0               0.00%
1151  648   YES      0               0.00%
1151  649   YES      0               0.00%
1151  650   YES      0               0.00%
1151  651   YES      0               0.00%
1152  652   YES      0               0.00%
1152  653   YES      0               0.00%
1152  654   YES      0               0.00%
1152  655   YES      0               0.00%
1152  656   YES      0               0.00%
1152  657   YES      0               0.00%
1153  652   YES      0               0.00%
1153  653   YES      0               0.00%
1153  654   YES      0               0.00%
1153  655   YES      0               0.00%
1153  656   YES      0               0.00%
1153  657   YES      0               0.00%
1154  652   YES      0               0.00%
1154  653   YES      0               0.00%
1154  654   YES      0               0.00%
1154  655   YES      0               0.00%
1154  656   YES      0               0.00%
1154  657   YES      0               0.00%
1155  652   YES      0               0.00%
1155  653   YES      0               0.00%
1155  654   YES      0               0.00%
1155  655   YES      0               0.00%
1155  656   YES      0               0.00%
1155  657   YES      0               0.00%
1156  652   YES      0               0.00%
1156  653   YES      0               0.00%
1156  654   YES      0               0.00%
1156  655   YES      0               0.00%
1156  656   YES      0               0.00%
1156  657   YES      0               0.00%
1157  652   YES      0               0.00%
1157  653   YES      0               0.00%
1157  654   YES      0               0.00%
1157  655   YES      0               0.00%
1157  656   YES      0               0.00%
1157  657   YES      0               0.00%
1158  652   YES      0               0.00%
1158  653   YES      0               0.00%
1158  654   YES      0               0.00%
1158  655   YES      0               0.00%
1158  656   YES      0               0.00%
1158  657   YES      0               0.00%
1159  652   YES      0               0.00%
1159  653   YES      0               0.00%
1159  654   YES      0               0.00%
1159  655   YES      0               0.00%
1159  656   YES      0               0.00%
